Gene	G1_0	G1_1	G2_0	G2_1	G2_2	G2_3	G3_0	G4_0	G4_1	G4_2	G4_3	G4_4	G5_0	G5_1	G5_2	G5_3	G6_0	G6_1	G6_2
ZNF436	1127	569	2132	297	445	990	682	467	753	2783	757	837	1030	930	629	347	1288	565	589
ZNF438	199	128	337	223	125	226	133	193	160	664	151	175	206	132	178	134	204	134	187
ZNF439	365	272	896	112	227	562	108	505	393	1909	448	439	237	316	169	289	208	224	352
ZNF44	993	457	2146	417	422	1051	389	1015	1180	3770	972	1059	884	647	542	691	565	708	617
ZNF440	6158	4099	17397	1937	2428	5982	637	6930	6962	26947	6461	7454	2831	4323	3813	5105	2516	3758	6279
ZNF441	381	228	535	91	183	373	155	342	359	1316	420	408	222	296	219	276	122	258	219
ZNF442	52	35	77	33	35	61	33	71	71	204	79	74	68	37	43	54	27	32	48
ZNF443,ZNF799	503	426	1113	204	295	639	235	635	566	1863	510	550	439	410	334	362	343	449	417
ZNF444	1277	1358	3043	592	708	1845	369	2860	1557	6366	1283	1714	1416	1551	1252	765	881	1503	1724
ZNF445	869	566	1576	267	369	1151	372	788	925	3239	935	1066	617	589	469	669	576	570	661
ZNF449	317	161	582	105	130	286	191	234	340	1230	369	279	226	187	182	236	198	214	238
ZNF45	532	310	830	228	266	535	309	309	456	1647	430	425	411	379	323	312	371	367	284
ZNF451	1513	916	2578	646	664	1659	818	1230	1708	5586	1554	1475	1104	942	930	1296	1246	1103	1157
ZNF454	149	64	254	21	62	128	35	114	92	427	151	171	55	90	68	107	69	57	53
ZNF460	1152	1040	2464	1159	927	1853	1298	1499	1546	5959	1418	1477	2108	1358	1154	766	1981	1374	1046
ZNF461	303	199	554	136	179	308	135	209	275	1003	264	289	249	199	168	153	125	206	216
ZNF462	1226	662	2164	361	430	1187	312	884	1248	4167	1038	1180	591	646	567	882	611	675	709
ZNF467	163	148	179	381	39	171	194	187	202	602	71	174	724	115	398	42	510	194	270
ZNF468	763	595	1227	326	375	763	532	383	697	2289	632	567	707	453	468	509	520	490	693
ZNF469	242	232	402	101	88	374	47	283	236	1055	332	331	148	174	156	139	174	117	213
ZNF470	340	171	514	46	181	348	109	232	328	865	274	225	189	287	147	184	100	169	211
ZNF471	449	311	588	182	229	602	217	627	399	1629	536	687	324	281	302	379	329	277	364
ZNF473	3120	2529	10064	942	1716	5334	306	7822	5308	23380	4716	5675	1924	3212	3408	3814	1235	2648	3986
ZNF474	3708	1863	8920	783	984	3419	156	2866	4355	15054	3083	3042	1497	2242	2324	3612	999	2616	3273
ZNF48	273	252	606	131	139	320	158	241	231	955	177	267	327	291	249	113	183	253	256
ZNF480	772	384	1126	285	404	795	496	430	661	2444	703	571	693	453	491	527	565	534	460
ZNF483	74	29	105	12	26	83	6	47	78	227	58	74	9	30	13	85	16	23	52
ZNF484	363	154	609	144	172	494	218	266	418	1154	390	352	279	198	198	212	265	234	262
ZNF485	127	84	174	61	80	202	76	143	109	403	128	149	119	124	56	60	57	95	85
ZNF486	395	179	497	124	225	327	90	266	346	1143	386	363	180	312	147	209	109	176	205
ZNF487P	987	696	2385	388	489	943	98	904	1049	4313	813	948	530	859	808	1107	368	811	1054
ZNF488	38	22	76	20	21	40	12	15	19	173	31	54	35	57	30	20	8	46	16
ZNF490	462	306	826	259	240	577	242	333	484	1717	392	498	494	401	436	251	336	438	463
ZNF491	90	93	282	51	59	135	49	119	112	413	122	132	78	74	71	65	69	99	106
ZNF492	25	1	13	5	4	15	15	8	19	24	15	8	2	7	6	7	5	6	7
ZNF493	724	405	1501	222	422	954	341	1001	734	3172	970	971	390	584	376	722	466	527	580
ZNF496	1188	849	3207	487	696	1603	395	1622	1272	5180	1072	1515	823	1123	796	854	578	856	1376
ZNF497	228	371	1631	153	249	508	44	1267	602	2931	507	714	218	524	350	304	119	317	352
ZNF498	662	326	1170	253	270	646	264	429	552	1984	487	610	477	412	387	354	382	361	403
ZNF500	544	436	1279	246	382	764	244	762	601	2275	650	788	694	467	440	322	374	433	547
ZNF501	147	72	194	26	80	137	54	85	120	416	110	102	112	97	54	48	41	80	84
ZNF502	318	212	615	161	279	409	177	428	310	1255	287	338	390	278	201	178	214	234	239
ZNF503	208	124	477	89	119	304	251	189	155	665	132	284	183	268	112	163	197	115	110
ZNF503-AS1	139	79	361	17	70	127	16	92	147	290	139	122	17	134	86	73	39	97	224
ZNF506	1438	945	2318	628	779	1564	685	1284	1349	5924	1475	1435	1296	1041	852	912	887	837	1070
ZNF507	1410	754	2451	393	594	1414	631	1123	1473	4487	1213	1166	899	976	756	921	585	811	801
ZNF510,ZNF782	871	579	1702	282	553	1045	445	637	920	3242	901	866	718	708	606	562	511	686	618
ZNF513	654	609	1405	563	349	762	469	935	715	2413	658	825	1040	521	665	408	833	524	561
ZNF516	2187	1491	4618	843	865	2278	721	1808	2355	9114	1727	2337	1524	1571	1433	1916	1132	1605	1768
ZNF517	476	447	1047	241	320	733	235	722	466	2365	525	669	585	501	462	266	284	407	441
ZNF518A	2081	1271	4385	902	1082	2405	1141	2206	2330	7821	2179	2333	1659	1432	1220	1751	1636	1284	1460
ZNF518B	730	441	817	337	340	911	449	469	722	2193	635	566	532	479	448	496	681	344	410
ZNF519	86	39	145	21	69	142	29	94	89	321	119	136	55	60	32	49	26	64	38
ZNF521	3	9	16	0	2	11	2	0	1	26	3	12	16	9	1	1	12	6	5
ZNF524	406	423	879	250	303	482	299	467	308	1603	256	403	753	507	602	187	385	477	417
ZNF525	404	200	557	140	233	464	241	318	378	1035	402	370	289	268	216	229	181	230	199
ZNF526	447	298	703	162	191	495	276	319	344	1227	342	405	403	291	292	167	276	258	276
ZNF527	234	154	405	99	111	285	119	200	229	797	215	193	165	189	115	154	144	144	152
ZNF528,ZNF880	1267	862	2638	402	505	1604	403	1326	1306	5237	1501	1382	1438	787	812	1128	879	483	812
ZNF529	743	368	1413	229	270	754	209	940	895	2715	822	808	434	400	256	613	301	380	487
ZNF530	120	87	212	32	85	180	55	124	140	468	134	134	115	71	77	71	66	81	73
ZNF532	1561	909	2361	526	718	1747	773	1159	1318	4863	1334	1688	1216	1100	767	1077	1096	760	834
ZNF534	4	5	16	0	3	1	1	1	3	19	3	18	4	12	0	5	1	15	22
ZNF536	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
ZNF540	212	162	314	49	158	312	81	225	205	921	213	237	135	212	132	120	40	161	115
ZNF541	7	3	7	0	3	10	5	9	3	11	10	5	11	4	9	5	7	4	5
ZNF542	600	335	998	198	344	707	228	512	588	1961	576	586	366	437	186	533	278	265	373
ZNF543	294	165	475	112	133	326	138	180	266	889	239	262	241	192	165	174	216	208	179
ZNF544	1159	659	2125	530	572	1205	519	1132	1057	4493	1197	1189	1161	1105	768	698	968	789	877
ZNF546	293	238	739	121	165	495	95	343	395	1396	366	417	211	286	231	250	181	258	327
ZNF549	438	229	568	106	188	478	155	375	363	1325	422	380	254	310	133	263	173	165	170
ZNF551	36	8	23	6	16	35	8	18	27	92	39	38	7	22	7	18	14	11	17
ZNF552	564	275	1118	315	195	584	866	504	728	2457	481	643	1009	411	697	473	740	619	448
ZNF554	314	233	690	126	186	409	125	341	380	1390	367	421	353	295	242	219	175	289	286
ZNF555	302	186	549	65	158	280	166	242	324	1081	357	308	219	220	165	180	149	168	231
ZNF556	82	4	42	2	37	32	6	34	27	119	24	42	12	38	12	16	6	13	10
ZNF557	333	181	499	150	186	373	211	279	328	1002	287	344	313	198	237	167	228	228	231
ZNF558	625	391	1185	238	326	723	249	527	570	1916	566	654	483	397	368	516	453	399	423
ZNF560	0	0	0	0	2	0	0	0	0	6	0	0	1	2	0	1	0	0	0
ZNF561	1470	1198	3332	808	1013	2074	732	1777	1542	6880	1711	1794	1422	1236	1132	2098	1452	1232	1395
ZNF562	1057	729	1957	798	521	1043	1028	860	1176	3655	1037	979	1239	640	822	690	1837	626	854
ZNF563	139	70	246	40	75	148	54	86	146	406	118	100	99	76	73	92	52	151	84
ZNF565	125	75	211	67	40	127	58	115	114	412	110	115	104	94	73	80	88	98	82
ZNF566	398	213	586	122	185	432	212	292	346	1269	302	353	291	312	215	195	162	263	255
ZNF567	248	92	314	84	125	195	114	132	216	709	185	195	127	124	84	155	106	137	137
ZNF568	331	212	637	58	180	333	126	217	324	1100	254	275	224	227	164	196	150	221	213
ZNF569	355	201	671	126	181	321	132	225	350	1315	335	297	180	261	198	271	154	292	264
ZNF57	268	178	716	112	186	289	117	269	292	1134	280	247	239	271	229	211	118	271	248
ZNF570	373	223	644	132	159	388	187	209	323	1172	319	320	219	253	196	204	179	268	262
ZNF571	201	108	408	77	100	231	115	186	202	790	220	200	155	163	104	134	91	137	137
ZNF572	169	83	341	53	106	192	44	156	176	532	138	171	103	147	95	106	45	148	135
ZNF573	500	219	684	102	159	597	207	349	499	1710	535	531	285	270	138	283	204	211	289
ZNF574	638	459	1333	220	274	728	250	463	514	1864	434	574	485	507	466	351	401	474	378
ZNF575	58	40	100	19	31	90	30	61	40	150	37	42	73	56	37	10	24	48	36
ZNF577,ZNF649	459	346	735	170	299	682	369	473	486	1850	592	617	505	317	333	341	448	346	293
ZNF578	26	4	26	4	8	30	12	20	10	50	26	27	13	13	14	10	7	28	9
ZNF579	273	240	639	303	130	368	111	457	303	1104	243	309	390	336	270	147	232	287	331
ZNF580,ZNF581	1139	1040	2367	742	737	1796	606	1737	1496	5756	1627	1554	1569	1157	1102	518	862	1000	1136
ZNF582	103	61	150	65	71	115	69	128	94	363	100	131	137	118	57	86	91	75	52
ZNF583	107	52	154	74	47	130	65	88	90	277	79	83	109	73	64	54	80	73	64
ZNF584	469	350	1266	180	221	527	124	516	523	2105	451	521	337	380	464	448	275	403	504
ZNF585A	519	283	982	151	189	523	195	431	546	1704	508	460	306	362	225	396	212	314	419
ZNF585B	594	410	1211	246	309	797	335	695	668	2468	671	784	559	486	369	470	394	516	546
ZNF586	1022	864	1376	681	731	1651	626	1084	1058	3881	1608	1221	1624	646	660	742	1141	553	1068
ZNF587	1394	963	2414	718	564	1853	1273	1351	1674	6041	1921	1838	2045	865	819	894	2224	728	1042
ZNF587P1	1	0	0	2	0	2	0	2	0	2	1	0	2	0	1	0	0	0	1
ZNF589	643	438	1044	336	358	724	290	950	694	2946	657	776	993	507	618	332	403	523	414
ZNF592	1503	818	2904	761	557	1501	707	1245	1273	4985	1085	1337	1277	1050	943	916	992	967	1017
ZNF593	123	73	166	71	74	96	76	82	83	324	48	78	131	129	111	62	101	102	98
ZNF594	599	297	970	92	242	654	175	458	589	2043	562	536	301	389	252	493	189	389	306
ZNF595	737	236	866	131	310	1070	205	378	667	2077	606	383	367	369	314	389	246	276	338
ZNF596	242	176	598	77	116	281	93	270	268	1079	260	271	170	198	109	146	115	212	235
ZNF597	294	171	531	139	146	307	155	199	327	1001	304	244	221	234	187	190	188	196	180
ZNF598	671	475	1218	512	210	615	535	616	573	2242	472	613	932	486	496	379	956	400	486
ZNF599	634	382	1609	166	293	637	100	462	606	2410	543	552	354	451	446	396	215	424	524
ZNF600,ZNF611	1034	744	1650	697	515	1433	526	1044	1023	4002	954	950	1341	774	652	791	690	718	822
ZNF606	1505	1127	4113	579	667	2049	289	3028	1951	7539	1633	2175	833	1335	815	1180	304	1018	1423
ZNF607	844	559	1652	258	369	905	230	726	800	2893	713	776	554	642	429	604	289	518	605
ZNF608	1736	609	2031	194	615	1456	276	976	1269	4386	1465	1503	523	1012	495	932	384	720	635
ZNF610	255	181	443	43	119	231	42	180	193	693	180	176	118	193	121	173	69	215	187
ZNF613	195	126	325	99	131	163	113	158	150	618	152	161	192	162	128	125	118	120	123
ZNF614	288	119	306	106	157	337	169	153	209	676	232	226	234	155	98	131	177	154	106
ZNF615	263	192	400	83	165	317	157	214	264	838	246	276	194	206	126	146	147	212	147
ZNF618	497	233	406	221	172	526	280	217	267	1037	377	387	359	204	326	193	676	203	212
ZNF619	323	191	448	97	120	369	180	255	248	842	280	278	188	206	136	178	135	195	200
ZNF620	120	79	235	56	90	210	73	174	162	518	169	177	111	152	91	79	104	82	111
ZNF621	1442	843	2645	556	575	1459	589	1311	1729	4754	1356	1528	1006	766	857	1037	990	863	1144
ZNF622	682	484	1331	401	379	719	480	490	708	2538	562	587	651	581	542	492	619	689	564
ZNF623	980	536	1405	319	408	1064	534	662	781	2977	888	915	775	629	537	452	598	581	635
ZNF624	236	136	359	68	95	243	129	105	218	613	205	175	116	139	107	131	97	172	172
ZNF626	799	331	937	194	250	710	206	431	551	2379	652	578	365	404	266	436	238	418	392
ZNF627	1062	557	2081	262	462	906	272	649	1016	3395	861	863	548	661	552	929	386	677	725
ZNF628	165	138	407	92	79	223	69	183	146	658	183	229	190	170	166	135	130	102	131
ZNF629	1195	921	2309	453	541	1323	574	951	1073	4555	916	1195	1164	1196	930	570	891	1064	1022
ZNF630-AS1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0
ZNF638	4292	2406	7743	1563	2037	4813	2015	3773	4185	14281	3923	3785	2968	3105	2510	3936	3147	3507	3074
ZNF638-IT1	6	0	11	0	0	3	2	4	11	24	10	9	4	2	3	11	6	0	3
ZNF639	796	459	1242	292	390	834	479	498	755	2630	591	657	613	582	407	422	446	579	459
ZNF641	1072	478	1708	468	596	1184	462	746	964	3379	976	1029	746	643	684	590	938	601	737
ZNF642	163	97	365	55	92	167	86	165	143	580	182	145	116	138	125	109	91	147	138
ZNF643	37	20	45	15	13	29	28	20	41	106	31	32	20	18	16	18	31	19	30
ZNF644	1994	710	2212	590	850	1732	772	849	1402	4576	1506	1381	1016	1030	825	1390	1167	962	1003
ZNF645	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF646	810	552	1421	455	263	953	378	656	713	2500	629	764	741	531	650	395	627	538	551
ZNF648	80	54	169	48	33	75	8	30	75	187	55	56	48	31	37	58	206	35	200
ZNF652	2414	1703	3830	782	1040	2451	1304	1829	2306	8588	2090	1964	2004	1987	1634	1410	1726	1943	1592
ZNF655	2796	1670	5340	1847	1718	3638	2087	2495	3317	11135	2923	3390	3031	1986	1985	2170	2907	2058	2166
ZNF658	249	159	478	114	158	313	76	94	281	1029	237	288	110	162	117	134	94	171	270
ZNF667	159	71	66	76	100	333	45	244	208	412	319	204	190	121	90	169	39	66	72
ZNF668	141	100	276	144	69	177	92	145	122	393	80	140	210	129	139	52	121	117	91
ZNF669	232	188	439	127	174	294	154	176	249	774	256	229	262	211	176	110	162	187	175
ZNF66P	71	26	100	6	30	72	24	67	60	183	82	53	38	37	42	60	35	27	38
ZNF670,ZNF695	151	88	241	72	102	183	73	134	147	550	96	130	134	100	101	103	101	131	98
ZNF671	429	192	393	108	241	539	100	529	409	1436	422	412	142	289	107	220	112	144	110
ZNF672	1033	862	1998	1016	474	1077	683	813	1025	3612	690	909	1233	839	1009	783	1261	734	812
ZNF673	349	315	805	203	257	538	209	477	416	1515	379	427	448	329	312	274	369	282	286
ZNF674	134	79	278	47	77	142	74	130	142	500	143	142	140	109	95	91	125	71	107
ZNF675	582	217	686	146	239	443	308	238	394	1258	424	409	377	239	267	260	259	318	214
ZNF676	14	0	1	0	8	3	1	8	7	23	22	9	0	2	0	6	0	2	1
ZNF677	598	215	595	145	215	590	198	331	381	1308	456	538	347	337	142	397	225	254	230
ZNF678	515	321	818	150	285	582	252	383	546	1773	483	443	343	306	281	455	428	354	340
ZNF680	871	369	1327	177	339	685	310	462	835	2598	659	683	560	549	426	667	453	616	540
ZNF681	432	148	570	68	165	351	143	184	398	1339	335	323	201	203	194	261	212	298	189
ZNF682	188	147	292	77	84	186	91	209	241	692	235	193	137	169	167	83	170	133	113
ZNF683	134	248	132	55	26	135	173	8	133	289	47	45	357	66	436	3	47	363	12
ZNF687	1031	677	1721	344	381	1122	460	684	842	3446	814	966	818	770	623	588	729	626	722
ZNF688,ZNF689	1339	1134	3008	811	848	1607	488	1612	1558	5433	1003	1408	1362	1701	1595	773	838	1481	1455
ZNF69	284	218	631	59	167	405	43	476	340	1208	352	348	124	251	149	237	158	208	343
ZNF691	371	287	638	179	220	484	187	477	379	1277	306	370	379	280	283	165	223	269	276
ZNF692	773	973	1680	658	705	1355	425	2147	956	3301	910	1166	1460	905	964	554	903	892	823
ZNF696	327	221	598	91	130	367	155	302	289	1060	262	326	265	273	231	166	186	242	227
ZNF697	173	114	208	106	62	196	97	122	159	591	151	154	163	111	86	61	134	90	91
ZNF699	155	39	167	39	62	132	47	60	106	338	128	137	47	65	35	112	45	46	47
ZNF7	588	368	1054	280	310	665	330	652	578	2086	567	670	615	452	393	299	431	418	393
ZNF70	323	237	658	97	151	385	125	357	359	1225	362	355	241	299	213	225	131	222	255
ZNF700,ZNF763	730	630	1866	487	478	919	462	1089	889	3259	897	951	877	645	587	461	661	701	707
ZNF701,ZNF808	1768	1242	4036	843	943	2451	836	2357	2330	7228	2360	2257	1672	1504	1197	1556	1198	1181	1692
ZNF702P	550	226	521	117	229	476	104	250	418	1722	418	311	207	388	116	341	209	259	313
ZNF703	2208	1475	3930	564	1166	2791	871	1968	1573	7681	1543	2312	1687	2479	1205	942	579	2198	1233
ZNF704	832	636	2114	191	499	927	273	728	755	4559	1055	746	774	679	683	781	708	526	951
ZNF705D	0	0	2	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0	0
ZNF705G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ZNF706	1649	1167	3341	1337	873	1865	1586	1490	1595	6229	1302	1535	2582	1433	1476	1284	1878	1642	1345
ZNF707	370	310	702	186	153	482	245	482	384	1208	339	395	512	324	263	168	322	277	316
ZNF708	808	483	1516	311	472	1065	405	1213	909	3518	1304	1055	501	654	442	856	649	515	516
ZNF71	189	112	313	53	80	206	73	115	147	533	119	140	139	134	141	71	106	88	116
ZNF710	603	395	1075	454	101	498	413	431	529	1815	445	481	561	337	445	302	712	258	479
ZNF711	370	169	771	193	257	473	175	350	311	1726	401	441	302	297	263	312	213	291	264
ZNF714	424	134	678	57	166	558	224	305	412	1667	336	339	204	282	179	341	303	144	220
ZNF717	408	252	765	145	211	477	193	420	424	1797	427	433	301	336	265	326	261	282	347
ZNF720	1043	583	1914	735	501	1378	542	1018	1115	4387	1246	1202	950	707	663	746	1113	705	740
ZNF720P1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF721	1757	868	3004	499	816	2144	766	1562	1894	6068	1937	1691	1255	1243	811	1165	984	1080	1303
ZNF724P	23	6	22	3	11	23	12	5	16	62	21	21	14	10	5	11	8	3	12
ZNF726	93	39	149	14	41	99	31	82	80	338	108	87	34	33	40	67	70	51	37
ZNF727	435	150	429	68	142	486	88	378	386	2018	491	628	98	201	38	416	50	122	170
ZNF72P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF730	10	2	3	5	1	15	1	38	25	33	15	14	1	6	0	7	0	0	8
ZNF732	7	7	15	4	17	15	5	28	9	69	13	20	5	8	1	5	5	4	14
ZNF736	761	427	1447	318	307	883	296	772	876	2999	826	809	498	441	394	467	528	677	520
ZNF736P7Y	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ZNF736P9Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ZNF737	678	269	870	179	214	659	271	849	574	2034	819	591	367	510	239	464	299	325	346
ZNF738	427	271	956	145	200	529	219	312	375	1576	454	461	267	290	250	296	307	290	257
ZNF74	302	244	578	72	178	388	127	325	310	1117	263	317	311	262	234	146	252	225	256
ZNF740	1667	910	3429	380	819	1935	655	1454	1509	5873	1763	1828	1094	1170	830	1173	949	934	1261
ZNF746	558	355	1113	324	220	636	286	548	554	1894	429	569	547	439	411	299	509	368	475
ZNF749	288	142	575	102	127	353	118	273	257	1123	290	273	193	211	118	247	178	165	248
ZNF750	1126	525	1622	380	303	998	749	607	1035	2706	663	872	882	668	824	1798	2087	613	559
ZNF75A	629	380	1345	298	349	800	426	745	622	2307	749	672	584	540	445	429	559	508	401
ZNF75D	835	598	1783	216	459	1024	403	807	969	3512	825	802	646	632	594	692	588	633	688
ZNF765	295	144	439	90	130	278	179	185	247	895	242	228	200	209	136	243	228	134	170
ZNF766	658	501	1077	267	434	756	433	447	579	2341	564	600	823	476	550	374	416	724	486
ZNF767	649	519	1311	306	495	1173	322	1033	876	3591	925	1018	829	684	527	428	450	550	565
ZNF77	149	85	254	42	85	153	81	131	148	529	123	156	95	107	104	99	78	102	107
ZNF770	1201	385	1515	243	313	1018	591	390	974	2810	1018	864	474	511	379	773	657	491	636
ZNF771	97	91	213	47	66	137	50	91	90	320	89	76	121	134	87	36	77	92	78
ZNF772	359	136	572	66	144	426	186	282	352	1313	368	285	259	183	110	279	148	149	188
ZNF773	300	135	420	104	118	263	108	176	214	769	213	212	185	205	129	142	130	191	122
ZNF774	136	108	231	53	109	203	52	197	167	669	172	237	97	82	72	73	53	103	67
ZNF776	917	522	1917	276	394	1174	535	718	1063	3573	982	972	789	610	513	653	679	607	677
ZNF777	514	289	878	178	170	512	236	349	373	1539	334	435	404	415	320	271	369	344	336
ZNF778	39	79	87	52	43	51	28	51	50	210	46	29	47	54	117	7	32	31	14
ZNF780A	724	402	1094	221	333	792	398	463	875	2928	558	624	684	549	356	376	405	496	477
ZNF780B	710	429	1258	239	425	1012	400	785	855	2738	894	726	523	450	379	676	538	448	489
ZNF781	36	37	146	4	33	70	5	79	38	536	54	43	28	60	41	32	9	31	28
ZNF784	288	262	679	237	259	418	168	434	272	1266	293	372	390	340	353	190	280	307	303
ZNF785	445	362	722	256	288	677	256	514	497	1833	543	676	514	367	265	204	391	262	361
ZNF786	438	266	640	184	195	420	202	255	374	942	328	341	379	290	207	189	175	251	225
ZNF787	622	493	1173	438	293	599	324	545	535	1979	402	541	807	650	534	289	628	498	514
ZNF789	418	439	1215	305	279	855	255	847	742	2703	796	823	589	404	551	391	470	420	502
ZNF79	260	173	461	119	128	353	149	308	292	1034	243	299	236	247	274	197	178	271	192
ZNF790	579	382	1131	174	390	622	277	534	578	2250	682	710	520	524	402	334	300	438	458
ZNF791	1153	574	1727	335	439	1047	579	638	929	3180	948	820	832	619	567	748	792	558	565
ZNF792	179	92	238	32	67	138	88	70	101	407	119	116	143	91	83	35	34	61	116
ZNF793	503	318	897	244	276	725	203	522	607	2072	662	670	409	394	274	408	319	290	397
ZNF8	481	401	1000	194	212	677	236	572	562	2328	554	626	413	363	331	281	343	336	401
ZNF80	1	0	5	6	0	2	2	1	4	13	3	0	6	4	2	2	3	0	0
ZNF800	1105	488	1684	520	323	1032	670	565	978	3328	873	878	841	545	619	870	959	586	657
ZNF804A	7	0	4	22	1	6	1	11	2	11	2	3	4	0	1	2	2	1	2
ZNF804B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ZNF805	509	311	889	238	265	522	295	399	503	1748	410	434	439	383	347	278	384	339	368
ZNF806	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF807	2	3	3	1	1	1	1	0	0	8	0	1	0	0	0	1	0	2	0
ZNF81	415	255	726	218	226	537	222	374	538	1575	491	560	326	337	229	326	349	255	316
ZNF812	271	76	355	307	139	193	208	281	182	662	166	161	583	163	190	257	390	94	342
ZNF813	1106	742	1618	505	588	1100	642	848	1000	3718	868	1102	951	774	513	652	693	700	736
ZNF815P	61	30	82	36	32	79	21	64	31	178	42	61	73	55	56	45	42	47	60
ZNF821	209	123	386	71	129	278	83	238	154	585	167	226	181	193	155	71	136	208	151
ZNF823	183	177	387	104	114	234	134	219	208	744	185	157	243	170	146	124	148	191	128
ZNF826P	222	42	137	25	53	140	36	86	114	439	167	149	27	75	34	104	46	53	43
ZNF827	892	550	1502	246	361	963	412	673	682	2685	713	870	804	535	514	539	1035	494	772
ZNF829	204	116	281	51	98	175	100	169	181	580	202	178	142	134	111	106	80	120	123
ZNF83	1820	1486	3900	961	1413	2621	482	3585	2712	9539	2865	2503	1872	1865	1148	1606	1164	1284	1710
ZNF830	488	284	1056	285	292	628	313	425	490	1618	407	440	397	409	325	399	411	482	346
ZNF831	39	41	48	36	4	31	54	4	54	71	21	12	70	18	68	3	33	59	30
ZNF833P	94	101	257	60	26	101	8	138	76	550	118	115	57	96	45	100	58	48	66
ZNF835	35	5	6	8	10	81	0	64	26	79	35	28	2	16	2	6	1	2	7
ZNF836	271	203	575	125	162	327	188	193	287	943	264	241	284	225	211	150	192	224	182
ZNF837	305	325	1275	115	207	646	66	840	526	2234	645	731	254	427	349	288	163	311	653
ZNF839	809	641	1937	379	372	1104	334	1330	910	3618	896	1023	772	732	665	593	637	655	791
ZNF84	1736	1062	3453	677	955	2330	660	2365	2172	7182	1997	2076	1161	1482	1125	1555	894	1334	1355
ZNF840	7	1	15	1	8	15	0	9	5	35	12	14	4	17	3	13	10	3	9
ZNF843	71	68	148	31	24	72	12	64	73	261	54	78	67	92	47	34	18	60	83
ZNF844	1021	621	1574	227	434	1112	302	736	852	3266	1023	858	669	621	413	761	393	574	707
ZNF845	463	218	719	157	272	464	218	276	369	1335	382	343	378	291	334	290	245	305	309
