Object	DM1	DM10	DM11	DM12	DM13	DM14	DM15	DM16	DM17	DM2	DM3	DM4	DM5	DM6	DM7	DM8	DM9	SN1	SN10	SN2	SN3	SN4	SN5	SN6	SN7	SN8	SN9							
IPI:IPI00022371	74	65	87	112	73	65	63	77	75	88	59	116	72	74	57	87	109	115	116	111	122	73	98	75	101	119	100							
IPI:IPI00555746	139	58	45	130	53	121	27	29	40	141	68	57	83	122	132	99	56	125	124	124	126	32	39	34	95	120	140							
IPI:IPI00218732	118	54	38	111	47	110	26	27	32	136	68	57	77	114	129	94	53	119	109	111	122	30	37	27	93	105	128							
IPI:IPI00298971	66	43	65	151	38	84	61	58	88	48	32	51	125	102	51	56	76	57	66	56	76	35	61	108	145	95	86							
IPI:IPI00291262	86	60	76	81	31	56	94	51	45	115	47	71	60	50	39	42	57	106	70	68	141	116	89	41	80	75	120							
IPI:IPI00383732	111	69	33	89	78	65	40	54	111	55	33	49	17	53	23	21	117	48	188	114	52	90	62	46	47	141	144							
IPI:IPI00473011	60	164	107	153	37	58	27	37	40	51	41	8	10	79	97	35	88	32	170	24	62	130	50	46	89	108	84							
IPI:IPI00394992	65	47	45	57	41	60	29	38	57	66	54	51	75	58	31	50	42	103	106	151	72	82	69	49	85	79	167							
IPI:IPI00021842	130	29	37	39	45	61	57	72	92	115	77	84	81	46	65	40	47	59	60	89	94	79	20	38	82	87	79							
IPI:IPI00291867	47	56	56	43	51	45	73	83	73	59	61	73	85	53	60	50	80	63	60	88	105	83	72	50	70	60	77							
IPI:IPI00291866	71	25	35	40	28	42	57	60	54	50	45	100	63	35	32	70	90	64	110	94	53	64	71	64	173	111	57							
IPI:IPI00021857	101	50	60	42	40	30	120	35	118	33	72	60	60	35	70	46	53	37	59	80	52	119	37	79	67	106	49							
IPI:IPI00382478	29	43	27	59	41	29	76	120	107	74	32	12	39	46	23	28	18	49	55	103	49	60	33	68	101	73	94							
IPI:IPI00382497	27	40	24	57	41	29	74	119	107	70	32	12	41	46	24	29	16	43	52	98	46	56	30	65	101	72	89							
IPI:IPI00022417	68	29	38	46	23	31	44	32	40	52	31	68	53	81	17	35	49	70	43	55	45	60	93	41	63	58	51							
IPI:IPI00292950	44	36	29	35	33	54	22	39	44	69	38	51	70	28	38	45	62	68	67	48	113	69	22	24	59	35	74							
IPI:IPI00296165	58	30	48	46	36	46	31	33	41	44	32	40	45	40	30	34	48	64	92	77	72	56	36	40	60	59	62							
IPI:IPI00029863	46	21	40	47	29	62	16	28	33	60	45	56	69	73	56	70	69	30	72	72	35	50	29	25	56	41	64							
IPI:IPI00514475	41	28	33	56	19	54	18	38	41	71	34	43	63	44	23	56	45	34	84	54	56	39	19	36	65	54	73							
IPI:IPI00296608	63	26	38	46	21	32	44	55	34	29	37	53	39	35	38	41	47	29	50	35	42	63	50	43	60	81	42							
IPI:IPI00006114	33	51	52	56	32	36	21	36	49	34	34	47	46	55	75	53	54	32	75	39	39	28	20	23	40	50	46							
IPI:IPI00166729	82	24	42	39	18	33	28	25	34	52	37	58	50	37	27	32	33	77	27	44	33	38	76	26	37	75	51							
IPI:IPI00009920	37	34	40	48	13	18	40	36	67	50	28	25	32	29	27	37	45	36	59	65	82	44	22	38	57	58	66							
IPI:IPI00022395	40	34	41	37	32	44	28	22	31	38	21	61	34	52	22	43	46	59	64	45	41	39	54	42	43	51	56							
IPI:IPI00011252	48	19	42	30	17	22	35	42	78	52	26	28	68	22	22	34	26	47	93	32	66	54	14	17	45	54	82							
IPI:IPI00022392	32	0	4	41	6	38	1	1	22	152	8	80	59	39	5	69	75	27	100	46	84	54	0	7	42	40	73							
IPI:IPI00294395	30	27	36	34	33	36	62	47	46	23	26	31	51	41	34	45	31	50	67	37	61	39	12	26	38	26	45							
IPI:IPI00479928	49	21	20	36	24	27	27	30	43	23	23	16	33	20	21	14	15	43	43	37	42	73	22	47	110	47	87							
IPI:IPI00022445	35	30	35	13	27	25	41	74	57	24	34	23	37	17	23	24	35	50	39	31	14	29	35	45	41	75	51							
IPI:IPI00020986	29	20	21	25	26	25	37	28	52	32	22	39	29	17	22	18	20	40	72	44	29	38	26	38	53	52	41							
IPI:IPI00019399	20	19	9	33	18	76	22	21	38	27	19	27	38	68	14	55	61	12	53	28	27	21	33	14	27	20	78							
IPI:IPI00017696	29	16	28	30	18	21	23	26	35	38	20	47	36	25	17	21	20	39	38	51	36	27	25	20	37	34	43							
IPI:IPI00003470	40	21	15	22	21	21	24	20	31	19	19	15	33	15	16	14	15	31	22	24	23	35	17	27	96	27	67							
IPI:IPI00387024	24	14	21	22	22	11	31	21	32	21	9	13	52	10	9	16	12	33	14	33	37	38	15	52	82	25	60							
IPI:IPI00387026	25	13	23	22	22	12	30	15	29	22	9	15	52	10	9	16	11	33	14	29	37	35	16	51	81	25	58							
IPI:IPI00386132	30	21	70	30	30	29	12	12	20	23	20	30	26	33	5	23	21	30	16	27	31	27	28	21	17	15	17							
IPI:IPI00386133	30	21	70	28	28	29	12	12	16	23	18	30	26	32	5	23	21	28	16	25	31	26	28	19	15	15	15							
IPI:IPI00020996	12	24	21	24	10	27	13	10	25	15	22	18	23	30	26	23	16	23	31	31	35	19	8	20	29	21	31							
IPI:IPI00028413	20	8	16	28	11	23	14	8	13	32	11	47	13	15	14	18	37	32	37	42	40	32	17	2	12	14	31							
IPI:IPI00385143	33	17	66	23	24	21	12	10	15	18	16	27	24	27	5	19	18	24	12	22	30	23	27	16	13	11	14							
IPI:IPI00303963	31	17	22	18	23	20	26	14	16	20	16	23	26	14	30	26	28	20	15	26	28	14	6	17	22	17	23							
IPI:IPI00396348	17	19	8	12	13	24	8	11	24	26	35	23	37	30	28	24	23	25	22	23	32	18	6	10	19	18	20							
IPI:IPI00025204	24	3	8	34	10	15	14	5	9	51	24	22	13	14	19	20	11	19	28	40	48	18	5	23	19	21	24							
IPI:IPI00218746	10	11	11	20	18	26	11	7	22	31	15	21	10	28	27	13	17	16	22	38	26	19	15	16	23	24	10							
IPI:IPI00021856	57	5	6	1	2	54	5	6	7	14	9	72	72	25	11	32	49	10	7	15	2	5	7	8	8	3	8							
IPI:IPI00163446	24	28	20	19	37	12	3	47	20	13	0	15	22	24	0	41	10	35	8	16	20	13	15	24	7	12	14							
IPI:IPI00023014	30	28	11	19	11	15	5	5	6	21	6	26	14	27	24	8	14	45	14	30	29	23	10	19	15	12	27							
IPI:IPI00479116	21	21	9	20	23	19	8	5	9	20	13	25	27	29	16	19	16	13	36	17	21	28	15	10	14	16	21							
IPI:IPI00384401	16	13	12	20	13	3	8	15	9	35	10	5	5	6	27	7	9	60	16	15	21	9	17	42	13	10	64							
IPI:IPI00296537	31	8	6	20	6	16	15	9	14	12	6	19	17	13	9	14	22	38	18	28	26	36	13	17	13	25	24							
IPI:IPI00296099	24	2	15	13	7	12	23	21	25	14	3	10	26	8	13	22	17	35	20	10	25	24	5	10	32	34	24							
IPI:IPI00019581	9	13	53	19	24	22	7	9	24	11	28	12	17	16	15	15	18	12	16	30	15	17	7	10	17	11	20							
IPI:IPI00023019	35	3	0	8	8	8	11	11	14	16	5	40	13	4	3	1	7	36	29	33	18	41	15	15	30	33	20							
IPI:IPI00027482	26	7	7	17	4	18	4	2	3	18	4	26	23	18	5	21	37	35	27	31	35	38	9	4	14	8	14							
IPI:IPI00299503	28	13	2	31	1	14	14	5	12	21	10	38	32	14	5	13	10	12	22	24	17	16	17	8	13	26	32							
IPI:IPI00385985	13	14	8	8	8	15	10	7	8	25	8	4	9	9	10	24	7	10	17	15	12	35	10	28	40	71	24							
IPI:IPI00384407	7	9	3	17	14	7	26	9	15	32	4	13	7	9	13	8	4	18	32	15	27	58	10	21	21	19	23							
IPI:IPI00296534	30	10	6	14	4	14	15	9	9	12	3	20	10	16	9	10	20	33	18	22	24	36	12	14	10	25	23							
IPI:IPI00008558	14	13	10	14	5	17	7	8	17	8	10	12	16	8	11	16	7	25	23	16	32	18	8	12	26	27	26							
IPI:IPI00384391	16	7	23	19	11	15	7	18	16	9	2	19	1	13	3	22	3	21	17	17	18	23	18	26	13	18	20							
IPI:IPI00552981	27	9	6	12	4	10	15	9	9	12	3	16	7	16	7	8	16	32	17	18	24	34	11	14	9	23	23							
IPI:IPI00384409	5	9	1	17	10	5	24	8	14	30	4	15	5	8	13	8	2	17	27	14	23	52	8	21	16	14	19							
IPI:IPI00384406	14	7	23	22	12	16	9	16	14	12	2	18	1	11	6	20	5	17	18	14	18	17	18	27	13	12	23							
IPI:IPI00382436	27	15	7	21	4	9	9	11	13	14	12	4	11	6	13	8	15	17	16	17	16	21	18	17	23	15	20							
IPI:IPI00009028	16	13	9	15	7	13	16	13	14	17	10	13	12	6	15	8	15	19	10	18	12	14	22	14	20	13	22							
IPI:IPI00011261	7	8	24	13	13	17	20	15	14	8	18	14	22	15	9	20	13	13	22	12	12	17	8	13	12	6	11							
IPI:IPI00007240	8	9	8	9	6	17	14	6	25	11	4	11	15	8	6	8	3	25	15	19	35	29	4	23	17	13	23							
IPI:IPI00011264	9	3	12	10	7	12	3	7	12	11	5	15	17	8	11	14	16	7	29	15	33	9	12	14	23	24	29							
IPI:IPI00387111	28	8	9	4	14	13	11	3	41	9	6	10	13	3	5	11	5	18	11	22	12	25	16	7	23	19	20							
IPI:IPI00023217	9	32	20	17	26	24	1	0	0	5	6	18	16	18	17	25	26	29	2	14	33	10	10	0	2	0	3							
IPI:IPI00294004	9	15	17	10	11	13	9	8	12	10	13	22	16	15	20	18	15	15	8	13	12	11	7	16	14	16	17							
IPI:IPI00007852	20	7	7	9	10	10	7	5	24	17	1	8	13	6	2	6	4	11	18	31	34	29	5	7	21	17	32							
IPI:IPI00552578	0	0	21	3	1	11	4	1	0	0	2	2	1	181	9	4	18	2	6	2	4	2	63	0	15	4	0							
IPI:IPI00022446	12	7	15	12	12	17	11	13	14	15	9	16	22	12	10	12	10	17	14	14	13	11	10	5	13	23	13							
IPI:IPI00184598	3	12	10	10	14	19	8	8	20	10	10	18	15	10	12	17	13	13	14	15	13	12	9	20	21	11	10							
IPI:IPI00452748	1	0	19	3	1	8	1	2	0	0	2	4	4	188	7	3	29	0	4	1	5	3	54	0	3	2	1							
IPI:IPI00178926	12	16	10	32	13	12	6	2	3	7	11	13	12	12	17	16	15	9	16	9	25	10	5	14	12	10	12							
IPI:IPI00387097	19	1	3	8	4	1	21	10	23	9	5	0	0	2	2	1	1	23	6	25	17	31	10	27	30	28	23							
IPI:IPI00006662	18	6	7	5	6	13	15	13	14	16	2	11	15	4	5	6	6	14	18	6	10	17	12	17	26	25	22							
IPI:IPI00026195	13	8	6	11	7	5	10	2	28	9	5	5	14	6	3	6	4	26	15	27	20	31	13	10	17	10	14							
IPI:IPI00022368	1	0	17	3	1	8	2	2	0	0	2	4	3	174	7	3	26	0	4	3	5	2	47	0	3	2	1							
IPI:IPI00006146	0	0	17	3	1	8	1	1	0	0	2	2	1	179	7	2	22	0	4	0	2	2	49	0	3	2	0							
IPI:IPI00022295	10	6	13	10	11	16	10	12	11	15	8	16	18	8	9	10	8	13	10	13	12	11	8	4	14	19	12							
IPI:IPI00003111	25	8	7	3	6	4	5	4	22	5	4	8	13	1	4	5	1	17	17	22	16	42	6	7	20	10	20							
IPI:IPI00387110	3	10	3	16	6	10	7	1	9	3	5	14	16	18	7	9	16	14	16	20	7	14	7	10	21	14	26							
IPI:IPI00021885	26	18	4	1	4	10	5	6	6	8	3	17	12	17	6	11	23	15	8	18	13	11	4	11	20	12	12							
IPI:IPI00552385	13	10	6	22	7	4	9	10	9	13	8	21	8	13	5	5	3	8	16	9	19	10	10	12	12	16	17							
IPI:IPI00010295	6	7	3	6	4	9	9	9	6	20	19	12	17	10	4	15	12	13	20	10	9	18	4	3	12	11	16							
IPI:IPI00556567	10	6	8	11	16	19	2	5	12	18	7	13	12	13	12	6	11	8	14	19	15	5	3	7	5	2	23							
IPI:IPI00383808	14	6	5	10	6	6	13	6	15	8	4	11	10	7	2	6	8	16	6	11	9	15	9	21	12	13	18							
IPI:IPI00032311	8	7	11	11	15	10	9	8	11	11	5	10	4	32	8	6	13	4	16	5	9	4	15	1	12	8	12							
IPI:IPI00295684	4	0	7	0	3	2	13	14	32	13	10	5	3	4	3	1	0	25	8	10	1	12	10	12	14	31	20							
IPI:IPI00023673	15	3	2	1	2	2	15	9	4	23	4	8	14	2	9	3	14	20	17	17	14	15	14	4	8	5	9							
IPI:IPI00387106	11	8	4	11	4	7	9	4	11	5	6	5	4	7	8	10	9	10	14	8	14	14	14	7	9	26	13							
IPI:IPI00419453	6	0	1	6	5	5	3	3	16	6	1	2	10	5	4	5	1	14	26	32	23	15	3	11	10	10	23							
IPI:IPI00026175	11	4	4	3	6	5	11	4	28	11	5	8	5	4	3	5	4	18	13	15	9	22	13	5	11	11	7							
IPI:IPI00514982	9	0	6	12	2	5	3	8	9	3	3	1	0	5	4	1	0	9	22	13	16	32	5	19	17	19	16							
IPI:IPI00479883	21	6	6	6	8	2	6	8	19	7	1	7	13	1	5	5	2	9	9	13	12	20	5	5	10	12	16							
IPI:IPI00385059	4	4	4	8	6	5	1	2	12	4	2	4	3	8	3	2	3	13	45	15	13	18	2	8	13	26	5							
IPI:IPI00387107	11	4	4	3	6	5	8	2	26	9	5	5	5	3	4	5	4	18	10	15	9	23	13	5	13	9	7							
IPI:IPI00025862	5	6	7	12	8	11	8	4	6	8	10	9	10	8	7	5	6	7	20	6	16	4	3	9	18	6	11							
IPI:IPI00384397	11	4	4	3	6	5	8	2	26	9	5	5	5	6	3	5	4	18	10	15	9	22	13	5	11	9	7							
IPI:IPI00022394	15	4	4	18	6	4	7	9	9	5	6	27	5	11	2	4	5	7	13	6	12	6	9	8	8	9	9							
IPI:IPI00556624	2	5	12	2	1	2	10	11	33	7	9	4	5	10	9	3	1	13	6	12	2	10	0	11	12	21	14							
IPI:IPI00029168	2	6	3	3	6	26	2	2	11	3	3	17	6	4	3	10	8	19	12	15	8	7	5	14	15	7	7							
IPI:IPI00029260	7	5	15	6	7	10	6	7	3	7	4	15	15	12	6	13	14	6	9	9	8	7	2	4	11	9	6							
IPI:IPI00041065	11	5	3	5	2	4	4	10	7	6	8	8	8	9	2	9	9	16	2	12	14	9	6	16	17	10	10							
IPI:IPI00478809	7	9	6	6	5	3	3	0	9	10	3	20	9	8	9	10	4	11	15	9	12	12	1	4	7	9	13							
IPI:IPI00162735	7	3	2	6	7	6	19	7	8	7	3	9	8	3	5	4	4	14	18	18	12	8	5	6	5	9	6							
IPI:IPI00003590	5	4	7	12	2	9	6	8	3	5	7	14	9	8	4	9	13	20	9	12	3	11	5	5	7	5	6							
IPI:IPI00007884	5	2	1	6	4	3	6	5	6	1	4	0	0	0	2	5	1	11	17	17	13	14	4	28	21	18	13							
IPI:IPI00022391	3	5	8	11	7	4	7	6	7	7	4	8	8	8	5	6	9	9	14	2	12	5	6	8	14	12	12							
IPI:IPI00386131	13	2	1	3	4	2	5	5	10	5	6	1	0	0	2	2	0	10	18	21	14	15	3	25	17	16	7							
IPI:IPI00026199	12	11	4	7	5	9	3	4	11	3	5	11	4	6	5	8	9	6	16	6	6	10	6	11	5	7	13							
IPI:IPI00292946	6	2	3	23	1	11	5	9	7	18	9	7	7	7	5	1	2	6	7	8	10	7	3	2	7	16	13							
IPI:IPI00386839	6	1	0	2	0	6	5	7	12	10	3	6	5	1	1	2	0	19	10	9	15	25	3	11	14	18	9							
IPI:IPI00398220	19	5	5	3	6	6	3	2	14	4	0	4	9	4	3	7	1	5	3	16	11	17	6	8	9	11	18							
IPI:IPI00329775	6	6	5	4	1	9	7	5	9	8	7	8	7	5	1	2	11	12	11	14	7	13	7	5	11	11	6							
IPI:IPI00382540	4	4	1	6	5	4	0	2	9	3	0	2	3	3	3	2	2	12	42	12	10	15	2	7	10	24	5							
IPI:IPI00383111	4	0	5	0	3	2	8	8	22	7	4	4	3	2	2	1	0	14	8	10	1	12	10	10	10	24	11							
IPI:IPI00019359	1	1	0	0	1	0	11	18	32	12	6	0	3	9	2	0	0	3	6	15	1	7	0	8	19	21	5							
IPI:IPI00382500	12	11	8	11	10	8	6	6	4	5	3	4	4	12	3	9	6	10	1	3	10	6	2	8	8	7	3							
IPI:IPI00419442	6	0	0	1	0	8	2	5	14	9	3	4	4	0	0	2	0	15	10	7	16	20	2	10	14	19	9							
IPI:IPI00514397	7	1	1	4	2	6	10	3	7	5	5	11	10	6	2	6	7	10	8	7	10	11	7	8	8	5	10							
IPI:IPI00384398	19	8	5	3	8	4	3	1	15	1	0	7	10	5	4	7	1	2	2	8	8	8	3	7	11	9	16							
IPI:IPI00003469	19	6	7	2	9	5	4	4	13	2	0	5	10	0	4	5	2	1	8	6	10	5	4	5	9	9	19							
IPI:IPI00028030	5	0	2	1	2	1	9	3	7	5	5	0	11	2	4	1	3	14	9	17	6	19	0	12	14	12	7							
IPI:IPI00018219	18	3	3	1	2	1	0	3	4	15	0	1	0	3	3	4	0	14	17	10	15	17	0	0	4	11	19							
IPI:IPI00382481	2	8	7	4	9	0	3	7	10	10	9	1	7	5	2	1	1	7	13	16	3	6	1	15	4	10	7							
IPI:IPI00384402	4	9	1	6	4	4	2	3	7	3	4	1	0	4	5	9	1	10	10	23	13	13	3	7	10	4	6							
IPI:IPI00382499	7	5	0	11	6	2	2	6	10	4	6	3	4	6	3	6	4	10	8	12	6	15	3	9	4	10	3							
IPI:IPI00386136	6	0	0	1	0	6	2	4	11	9	3	4	4	0	0	0	0	15	9	7	13	19	2	8	12	16	10							
IPI:IPI00387116	2	9	1	6	4	4	0	3	7	3	3	1	0	4	4	7	1	10	10	14	11	13	1	9	15	11	7							
IPI:IPI00030739	7	1	1	3	2	6	10	3	9	3	5	8	8	5	2	3	5	8	6	6	9	10	5	8	7	5	10							
IPI:IPI00019579	8	4	8	11	1	7	4	6	1	8	3	8	12	6	10	3	6	10	1	9	3	9	5	4	3	3	1							
IPI:IPI00387022	20	5	5	1	6	2	6	3	14	1	0	6	9	1	3	3	1	0	3	5	9	7	5	4	9	7	18							
IPI:IPI00045547	1	3	1	8	4	2	6	6	3	2	3	3	5	4	5	3	5	10	14	4	14	7	3	13	7	13	3							
IPI:IPI00218413	4	4	4	3	5	3	5	6	3	6	1	6	7	3	2	3	6	8	18	9	3	1	2	4	11	13	12							
IPI:IPI00387101	18	6	7	2	9	3	6	1	13	0	1	4	10	0	2	3	1	0	1	8	10	9	6	4	10	5	13							
IPI:IPI00418422	5	10	4	3	19	0	1	30	7	2	0	0	7	3	0	17	0	5	1	3	5	0	6	13	1	0	9							
IPI:IPI00478600	4	0	3	9	4	8	16	8	7	4	2	5	3	1	2	6	3	9	3	14	8	11	4	2	3	1	4							
IPI:IPI00025864	4	5	1	8	4	10	3	3	5	4	3	3	5	4	3	3	5	8	8	8	10	7	6	6	4	6	6							
IPI:IPI00024138	2	5	1	3	3	6	5	3	2	6	4	2	7	6	2	6	5	12	4	9	6	8	5	5	5	5	6							
IPI:IPI00418262	11	1	3	3	0	5	0	0	2	6	2	5	8	8	0	1	2	20	2	15	4	15	10	1	5	3	1							
IPI:IPI00005439	3	3	0	5	0	4	2	1	6	3	5	14	4	7	6	6	1	7	2	13	0	7	15	3	6	2	5							
IPI:IPI00021817	2	8	3	4	3	7	1	5	9	3	3	3	4	4	3	8	5	7	5	8	7	6	0	7	4	7	4							
IPI:IPI00242956	7	4	0	0	2	2	4	1	1	9	0	12	6	0	4	4	7	12	3	5	12	9	0	2	0	7	13							
IPI:IPI00006154	3	1	4	4	2	4	2	0	3	3	3	11	10	5	3	10	9	4	2	5	12	2	5	2	6	3	7							
IPI:IPI00292218	13	1	3	3	0	1	1	5	3	8	0	5	7	4	0	1	6	8	6	12	8	7	2	3	10	7	0							
IPI:IPI00387105	5	7	5	4	3	2	1	2	7	4	8	0	0	3	4	3	4	7	1	9	9	5	4	5	4	9	3							
IPI:IPI00024825	0	7	2	2	4	2	1	0	11	9	2	8	3	4	6	3	4	4	8	3	5	3	2	2	7	6	7							
IPI:IPI00029061	2	4	2	5	2	5	4	4	2	2	6	3	4	7	4	3	7	6	5	7	4	5	2	5	6	4	5							
IPI:IPI00387119	5	3	1	9	3	3	5	1	3	7	2	0	3	2	0	2	2	14	10	4	5	6	5	6	2	3	4							
IPI:IPI00385614	17	3	5	1	6	2	2	1	11	0	0	4	8	0	2	3	1	0	2	4	3	2	3	3	8	5	13							
IPI:IPI00382488	0	8	9	10	5	12	0	4	4	2	0	0	0	10	9	11	12	3	0	2	0	3	0	2	0	2	0							
IPI:IPI00387027	17	3	5	1	6	2	2	2	11	0	0	4	8	0	2	3	1	0	0	4	3	2	3	2	8	5	13							
IPI:IPI00387094	17	3	5	1	6	2	2	1	11	0	0	4	8	0	2	3	1	0	0	4	3	3	3	2	8	5	13							
IPI:IPI00387099	17	3	5	1	6	2	2	1	11	0	1	4	8	0	2	3	1	0	0	4	3	2	3	2	8	5	13							
IPI:IPI00387025	17	3	5	1	6	2	2	1	11	0	0	4	8	0	2	3	1	0	0	4	3	2	3	2	8	5	13							
IPI:IPI00029193	5	0	4	6	0	4	5	0	5	4	3	6	3	1	2	1	1	5	8	7	11	5	4	2	1	5	7							
IPI:IPI00396929	5	4	4	11	5	4	2	0	3	2	1	1	0	4	3	4	1	5	6	4	5	6	5	5	3	5	6							
IPI:IPI00020019	10	0	2	1	1	2	1	0	1	2	0	3	2	2	2	4	6	13	3	8	8	27	1	0	0	0	4							
IPI:IPI00384400	2	4	11	8	4	2	3	1	2	4	0	0	0	2	3	2	3	7	5	5	4	3	3	8	5	3	7							
IPI:IPI00454933	3	11	6	6	4	10	0	0	1	4	6	6	7	10	6	5	9	0	0	1	3	0	0	1	0	1	1							
IPI:IPI00256861	6	2	1	3	4	2	4	6	5	2	4	2	3	1	3	0	6	5	5	5	9	4	0	2	4	4	8							
IPI:IPI00432363	6	2	1	3	4	2	4	6	5	2	4	2	3	1	3	0	6	5	5	5	9	4	0	2	4	4	8							
IPI:IPI00021855	11	0	4	2	3	6	3	0	4	0	1	4	11	1	5	0	4	6	3	3	1	0	7	6	9	1	4							
IPI:IPI00480119	3	3	1	1	2	4	3	2	3	4	4	3	2	4	2	1	0	6	7	7	6	5	5	2	10	5	3							
IPI:IPI00220813	6	0	1	3	1	0	6	3	3	4	0	2	3	0	1	1	3	6	9	8	4	9	2	4	6	7	4							
IPI:IPI00419630	1	3	2	5	5	2	13	4	9	3	2	8	6	0	1	1	0	0	1	3	0	3	0	10	6	2	3							
IPI:IPI00015916	3	2	2	3	0	3	4	6	1	1	4	6	2	3	3	3	6	10	2	5	2	7	2	2	3	4	1							
IPI:IPI00006543	2	0	3	2	2	2	0	2	4	7	1	6	4	2	5	4	4	2	6	3	5	5	2	2	5	4	3							
IPI:IPI00010471	2	1	0	2	2	2	3	5	5	3	4	2	2	2	1	1	3	5	7	3	6	7	0	1	6	1	11							
IPI:IPI00552852	5	0	1	9	3	0	5	3	2	3	3	1	5	1	3	2	1	7	2	2	8	3	0	4	3	6	4							
IPI:IPI00215983	6	9	6	6	0	6	1	1	2	8	2	3	2	1	7	0	1	0	5	0	0	7	0	2	3	5	2							
IPI:IPI00021304	2	0	0	0	3	0	6	3	13	6	1	0	0	0	2	0	0	4	5	5	0	9	2	6	3	7	6							
IPI:IPI00299307	0	3	2	1	2	3	4	2	7	5	0	4	4	0	0	6	9	6	0	2	6	5	0	0	5	3	4							
IPI:IPI00004656	7	2	4	2	0	3	0	0	2	6	2	3	4	3	2	0	2	6	6	6	1	4	2	1	4	5	3							
IPI:IPI00413194	0	4	41	6	0	1	0	0	0	0	1	0	0	5	3	0	0	3	3	3	0	2	2	1	1	0	3							
IPI:IPI00328550	4	0	2	0	2	1	5	3	4	0	5	0	3	2	4	1	2	1	6	6	4	4	0	5	5	6	2							
IPI:IPI00161229	2	0	1	4	0	2	3	1	1	3	0	1	0	2	4	1	0	8	4	7	8	9	0	1	3	3	6							
IPI:IPI00387096	1	4	3	1	1	1	4	1	4	1	5	4	1	4	1	6	2	6	1	2	4	3	0	5	4	3	2							
IPI:IPI00387095	1	0	0	4	1	0	0	1	9	1	0	0	0	0	0	0	0	4	0	8	7	12	4	5	11	2	3							
IPI:IPI00220706	1	2	4	9	2	4	1	4	3	4	2	0	0	0	0	1	0	1	12	0	5	6	4	0	3	1	3							
IPI:IPI00552267	4	0	0	1	0	1	1	1	3	3	3	0	3	0	2	0	3	3	2	3	5	7	6	5	7	4	5							
IPI:IPI00419517	2	2	2	5	4	2	1	0	3	2	0	0	2	2	2	2	2	1	6	3	2	3	4	2	7	4	5							
IPI:IPI00006173	2	3	0	4	4	0	1	4	3	2	2	0	1	5	3	2	2	4	5	2	5	4	2	1	2	4	2							
IPI:IPI00216588	1	0	1	2	2	2	0	0	2	2	0	4	2	6	0	1	4	5	2	2	7	3	0	2	4	7	8							
IPI:IPI00022331	3	1	1	2	1	1	0	1	3	0	0	1	4	5	0	2	1	1	4	3	4	3	3	3	6	5	10							
IPI:IPI00032293	2	1	2	2	1	2	4	4	4	3	3	3	3	0	2	2	0	4	3	3	2	2	2	3	2	4	4							
IPI:IPI00007199	1	2	3	1	0	1	4	0	0	2	0	5	7	8	3	1	2	3	3	2	5	3	3	1	5	0	1							
IPI:IPI00019576	0	1	0	2	0	3	4	2	5	5	3	0	3	3	1	1	3	3	0	2	0	4	4	2	6	4	3							
IPI:IPI00021364	0	1	1	1	0	1	0	0	2	4	3	0	1	4	2	2	7	1	0	7	3	5	0	0	0	7	11							
IPI:IPI00021439	1	0	0	0	1	2	0	2	3	0	0	2	1	0	2	1	1	6	0	3	2	12	5	4	5	3	5							
IPI:IPI00027350	2	0	4	3	2	2	2	2	4	5	3	0	2	2	2	0	0	3	4	1	2	4	2	2	2	3	3							
IPI:IPI00296176	1	2	1	1	1	2	1	2	4	2	0	3	4	1	0	0	0	1	10	2	2	3	3	4	4	4	3							
IPI:IPI00387113	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	5	10	6	7	7	0	4	12	3	3							
IPI:IPI00384404	2	1	2	4	2	2	2	3	3	2	1	2	0	3	2	4	0	2	0	3	5	7	0	2	2	1	2							
IPI:IPI00385253	1	0	0	1	3	0	3	1	3	1	2	0	0	0	0	2	1	4	4	5	0	3	2	8	9	3	3							
IPI:IPI00142768	1	2	2	2	1	1	1	2	0	2	2	2	3	2	2	1	3	2	2	10	2	2	3	1	0	4	3							
IPI:IPI00290283	0	3	0	1	2	3	3	3	6	4	0	3	2	0	0	2	5	3	0	3	4	2	0	0	4	2	3							
IPI:IPI00022733	2	0	2	0	2	6	2	3	2	4	0	2	2	0	2	2	6	5	0	4	5	2	0	0	0	1	3							
IPI:IPI00004373	2	2	3	0	3	2	0	0	3	3	0	8	0	1	1	3	7	0	4	1	3	0	2	0	5	1	2							
IPI:IPI00007899	0	0	2	1	2	4	2	2	3	2	1	0	0	3	2	2	0	1	2	5	0	6	0	4	3	6	2							
IPI:IPI00027507	2	1	0	1	1	1	0	0	2	1	1	2	1	1	0	0	2	3	2	3	2	2	6	2	6	7	6							
IPI:IPI00031131	7	2	1	3	1	1	1	1	1	1	3	3	0	0	0	2	0	0	3	4	3	3	4	0	6	1	2							
IPI:IPI00395488	2	0	1	1	2	0	1	2	2	3	2	1	5	0	1	1	0	4	4	4	2	3	2	1	0	6	3							
IPI:IPI00023006	0	2	0	2	1	3	0	3	2	1	0	3	2	0	2	2	0	4	1	2	3	9	3	3	2	0	2							
IPI:IPI00382422	5	1	0	1	1	1	0	0	4	3	4	3	5	0	0	1	1	2	0	5	1	4	1	1	3	4	1							
IPI:IPI00298497	13	1	0	0	0	0	0	0	1	0	0	18	0	0	0	0	3	7	0	3	0	4	0	0	0	1	0							
