Object	DM1	DM10	DM11	DM12	DM13	DM14	DM15	DM16	DM17	DM2	DM3	DM4	DM5	DM6	DM7	DM8	DM9	SN1	SN10	SN2	SN3	SN4	SN5	SN6	SN7	SN8	SN9							
IPI:IPI00384399	4	0	1	5	2	0	3	2	2	3	3	0	2	0	2	2	1	3	1	2	2	2	0	2	1	2	2							
IPI:IPI00012792	4	2	0	2	0	2	2	3	4	2	0	3	3	1	0	0	2	2	1	3	0	2	0	1	0	6	2							
IPI:IPI00013438	0	1	0	4	2	1	2	1	1	0	2	0	0	2	2	4	2	2	1	2	1	2	2	2	5	4	0							
IPI:IPI00382486	0	1	2	5	4	2	0	0	2	0	0	0	2	2	4	4	1	0	2	0	1	0	0	4	5	2	2							
IPI:IPI00297550	2	3	0	0	0	1	0	2	0	1	2	3	2	1	7	1	2	4	2	3	0	4	0	2	2	0	0							
IPI:IPI00217471	1	2	4	3	2	0	1	6	2	3	1	0	0	0	0	1	0	1	5	0	2	2	4	0	1	1	1							
IPI:IPI00018305	0	0	0	0	0	3	1	2	1	5	0	0	4	0	2	2	0	1	1	1	6	6	2	2	1	0	2							
IPI:IPI00007221	0	0	2	2	4	2	1	2	4	1	4	2	2	0	2	3	2	1	1	2	0	0	0	3	1	0	0							
IPI:IPI00382442	1	1	0	0	3	1	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	4	0	1	10	12	1							
IPI:IPI00455473	0	5	2	9	0	2	0	2	0	0	0	0	0	2	5	1	3	0	2	2	0	2	0	2	0	0	0							
IPI:IPI00382476	2	2	0	0	1	0	0	0	2	1	0	0	0	0	1	0	2	3	4	2	1	3	2	2	2	3	5							
IPI:IPI00552943	0	0	0	0	1	1	2	1	1	2	0	0	0	0	1	0	0	1	5	1	1	1	2	3	4	9	2							
IPI:IPI00003351	3	2	1	0	0	1	2	0	0	2	0	0	0	2	4	1	1	1	4	0	0	3	3	0	3	3	1							
IPI:IPI00007893	1	2	1	0	0	2	0	2	1	0	0	1	0	0	0	0	0	0	2	0	3	5	0	4	2	6	2							
IPI:IPI00470652	0	2	0	6	2	0	0	0	3	0	0	0	0	1	2	2	0	0	5	1	0	2	2	2	2	1	1							
IPI:IPI00027410	0	0	0	0	0	1	0	0	1	1	0	1	4	0	0	7	2	0	3	0	0	0	0	0	3	6	4							
IPI:IPI00007461	3	2	0	2	1	3	0	2	0	1	0	0	1	2	0	1	2	3	1	2	1	1	1	0	0	1	2							
IPI:IPI00333234	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	6	1	5	5	10	1	0	0	0	1							
IPI:IPI00387098	5	0	0	3	2	2	1	0	0	0	0	0	0	0	0	1	0	2	1	2	5	0	3	0	0	0	4							
IPI:IPI00470653	0	0	0	2	1	4	0	1	0	0	0	0	0	2	0	4	1	1	2	1	0	4	2	1	1	2	1							
IPI:IPI00479981	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	3	1	6	5	9	1	0	0	0	1							
IPI:IPI00001611	1	2	2	2	0	1	4	2	2	1	0	0	1	0	0	1	0	1	3	0	0	1	0	2	2	0	1							
IPI:IPI00009793	1	0	0	2	1	0	2	0	2	0	0	0	0	2	0	0	0	1	3	2	3	3	1	2	2	0	2							
IPI:IPI00293748	2	0	0	0	0	0	2	0	3	2	2	0	2	1	0	0	0	0	2	6	0	1	0	2	3	1	0							
IPI:IPI00025276	2	3	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	4	0	3	4	0	0	1	1	3	2							
IPI:IPI00028553	4	0	0	0	0	0	1	0	2	3	0	0	1	0	0	0	0	0	4	3	2	0	0	2	3	3	0							
IPI:IPI00550363	0	0	0	0	0	1	10	0	1	0	0	3	0	0	0	2	0	5	0	0	0	3	1	0	2	0	0							
IPI:IPI00218795	2	0	1	0	0	0	3	2	1	0	0	1	0	0	0	0	0	3	0	3	2	0	1	1	5	2	0							
IPI:IPI00003269	0	0	0	0	1	2	0	2	0	0	0	2	1	0	1	1	0	2	0	2	1	4	2	1	2	0	2							
IPI:IPI00219713	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	6	0	1	0	0	1	4	0							
IPI:IPI00385683	0	1	1	1	3	2	0	0	2	1	0	0	0	3	0	2	0	1	2	2	0	2	0	1	2	0	0							
IPI:IPI00006969	2	0	1	0	0	0	2	0	0	2	0	0	0	0	2	0	0	1	4	0	0	3	3	0	3	1	1							
IPI:IPI00399193	0	0	1	0	0	3	2	0	0	0	0	0	0	3	0	2	0	1	2	0	0	1	0	4	2	2	2							
IPI:IPI00022462	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	5	0	7	0	2	0	0	0	1	2							
IPI:IPI00477452	0	0	2	0	0	3	0	0	0	1	0	0	0	3	0	2	0	2	0	0	1	2	0	2	2	2	2							
IPI:IPI00479403	1	0	0	0	0	0	0	2	3	2	0	0	0	0	6	0	0	0	0	2	0	3	0	2	1	0	2							
IPI:IPI00555900	0	0	0	0	1	2	0	2	0	0	0	2	1	0	1	1	0	2	0	2	1	2	2	1	2	0	2							
IPI:IPI00007960	1	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	1	0	2	3	3	0	0	0	2	4							
IPI:IPI00219910	0	1	1	2	2	2	3	2	1	1	1	0	0	0	2	1	0	0	2	1	0	1	0	0	0	0	0							
IPI:IPI00382474	0	0	0	1	1	0	0	1	0	5	0	0	0	0	0	2	1	0	3	1	0	3	0	1	0	3	1							
IPI:IPI00413009	0	1	2	1	0	6	1	0	0	2	0	5	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0							
IPI:IPI00376747	0	0	1	0	1	0	0	0	0	0	0	2	3	1	0	3	2	1	1	0	2	2	0	0	2	1	0							
IPI:IPI00301143	1	0	0	1	0	2	0	0	0	2	0	2	1	3	1	0	2	0	1	2	1	2	0	0	0	0	0							
IPI:IPI00003947	0	0	0	1	1	1	2	2	2	0	0	2	0	0	0	1	1	3	1	0	2	0	0	0	0	0	1							
IPI:IPI00012503	1	2	1	1	0	1	2	1	0	0	0	0	0	2	0	0	0	1	3	0	0	0	3	1	0	1	0							
IPI:IPI00171678	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	4	1	0	0	1	1	0	3							
IPI:IPI00219824	1	2	1	1	0	1	2	1	0	0	0	0	0	2	0	0	0	1	3	0	0	0	3	1	0	1	0							
IPI:IPI00220701	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	2	0	1	1	1	2	0	1	1	1	4							
IPI:IPI00299738	0	0	0	0	0	0	0	2	1	1	0	0	2	1	0	1	2	1	0	3	0	0	0	1	2	3	0							
IPI:IPI00301894	0	0	1	1	0	0	0	0	0	5	1	1	1	1	0	0	0	0	0	1	6	1	0	0	0	1	0							
IPI:IPI00219678	0	0	0	0	1	0	1	2	3	0	0	1	2	0	0	0	0	2	0	2	0	2	0	0	1	2	0							
IPI:IPI00306378	0	0	0	0	0	0	1	1	2	1	0	3	2	0	0	1	0	3	0	0	1	2	0	0	1	0	1							
IPI:IPI00478997	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	3	1	3	1	1	1	2	0	0	1	1	0							
IPI:IPI00005859	1	0	0	0	0	0	0	2	3	2	0	0	0	0	2	0	0	0	0	2	0	3	0	2	0	0	0							
IPI:IPI00241841	1	0	0	0	0	0	0	2	3	2	0	0	0	0	2	0	0	0	0	2	0	3	0	2	0	0	0							
IPI:IPI00020546	0	2	1	2	3	1	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0							
IPI:IPI00022389	0	0	1	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00022479	0	0	1	0	0	2	0	1	0	2	1	0	0	0	0	2	1	1	0	0	0	0	1	2	0	0	2							
IPI:IPI00027827	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	1	0	2	3	2	0	0							
IPI:IPI00382482	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2							
IPI:IPI00004573	2	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	2	2							
IPI:IPI00008554	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	1	0	2	0	0	0	0	7							
IPI:IPI00165319	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	3	0	5	0	1	0	1							
IPI:IPI00217963	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	1	1							
IPI:IPI00454725	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	1	3	0	2	0	0							
IPI:IPI00385507	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	2	0	1	1	0	0	5							
IPI:IPI00009867	1	0	0	0	0	0	0	1	3	2	0	0	0	0	1	0	0	0	0	1	0	2	0	0	2	0	0							
IPI:IPI00152540	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	1	0	0	2	2	1							
IPI:IPI00219714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	4	1	0	0	0	0	0	1							
IPI:IPI00299547	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	2	0	0	0	2	3	0	0	0	1							
IPI:IPI00216691	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	2	0	2	0	0							
IPI:IPI00022731	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	0	1	0	0	0	0	0	0	0	0							
IPI:IPI00030871	1	0	0	0	0	1	1	3	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0							
IPI:IPI00220840	0	2	2	0	4	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00291641	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	2	2	1	0	0	0	0	0							
IPI:IPI00382447	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	1	0	0	0	0	0	2							
IPI:IPI00011832	0	1	0	0	0	2	0	0	0	1	0	1	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0							
IPI:IPI00017530	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	0	0	0	1	0	0	0	0	0	3							
IPI:IPI00103552	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	1	1							
IPI:IPI00297284	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0							
IPI:IPI00299608	0	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0							
IPI:IPI00299778	1	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0							
IPI:IPI00480016	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	2	1	0	0	0	0							
IPI:IPI00007127	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0	0	1	1	0							
IPI:IPI00383105	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	4	0	1	0	0	0	0							
IPI:IPI00383887	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	1							
IPI:IPI00012011	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0							
IPI:IPI00012269	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	2	1	0	0	0	0							
IPI:IPI00026602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00032137	1	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0							
IPI:IPI00290954	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	1	0							
IPI:IPI00296777	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	1	0	0							
IPI:IPI00298994	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0							
IPI:IPI00435020	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	1	0	1							
IPI:IPI00472073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00472218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00472282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00472592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00472676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00472800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00472855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00472882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00473001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00552552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00604627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	0	0	0	0	0	0							
IPI:IPI00604699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00604722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00604724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1							
IPI:IPI00016334	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0							
IPI:IPI00021298	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	2							
IPI:IPI00023728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	2	0	0	0	0							
IPI:IPI00024466	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0							
IPI:IPI00032513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2							
IPI:IPI00291175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	1	0	0	0	0							
IPI:IPI00329104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0							
IPI:IPI00007752	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00011229	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0							
IPI:IPI00011255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2							
IPI:IPI00011654	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00013475	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00013683	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00014572	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0							
IPI:IPI00017919	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0							
IPI:IPI00027462	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0							
IPI:IPI00044369	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0							
IPI:IPI00179330	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1							
IPI:IPI00219217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	2							
IPI:IPI00290857	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0							
IPI:IPI00299402	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0							
IPI:IPI00302592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0							
IPI:IPI00333541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0							
IPI:IPI00333828	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0							
IPI:IPI00382455	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1							
IPI:IPI00398020	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0							
IPI:IPI00445227	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0							
IPI:IPI00005721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0							
IPI:IPI00024990	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0							
IPI:IPI00026307	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1							
IPI:IPI00027780	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0							
IPI:IPI00178083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0							
IPI:IPI00182655	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00373894	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1							
IPI:IPI00382532	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00382894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0							
IPI:IPI00397675	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0							
IPI:IPI00400909	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1							
IPI:IPI00477354	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2							
IPI:IPI00007411	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1							
IPI:IPI00008669	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0							
IPI:IPI00010779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0							
IPI:IPI00144014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0							
IPI:IPI00180173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0							
IPI:IPI00216135	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00216975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0							
IPI:IPI00296039	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00300852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0							
IPI:IPI00376379	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0							
IPI:IPI00382483	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1							
IPI:IPI00384394	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00465315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0							
IPI:IPI00465436	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0							
IPI:IPI00470461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0							
IPI:IPI00472943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0							
IPI:IPI00473131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0							
IPI:IPI00552325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0							
IPI:IPI00604522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0							
IPI:IPI00005780	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1							
IPI:IPI00007868	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0							
IPI:IPI00008494	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0							
IPI:IPI00022443	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0							
IPI:IPI00024417	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00026466	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00032190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1							
IPI:IPI00040730	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1							
IPI:IPI00082827	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0							
IPI:IPI00165934	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00216582	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00217801	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1							
IPI:IPI00218414	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0							
IPI:IPI00219037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0							
IPI:IPI00259410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0							
IPI:IPI00290301	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1							
IPI:IPI00292059	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00297859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0							
IPI:IPI00299059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1							
IPI:IPI00479514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0							
IPI:IPI00480107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0							
IPI:IPI00513767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1							
IPI:IPI00550312	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0							
IPI:IPI00552873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0							
IPI:IPI00555602	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00002214	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00002984	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0							
IPI:IPI00003362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0							
IPI:IPI00003774	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00007750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0							
IPI:IPI00008529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0							
IPI:IPI00018149	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00019350	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							
IPI:IPI00021794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0							
IPI:IPI00022033	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0							
IPI:IPI00023598	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00024046	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00025409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0							
IPI:IPI00027166	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1							
IPI:IPI00034283	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00160897	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00176010	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
IPI:IPI00179357	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0							
IPI:IPI00180675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0							
